id,timestamp,Date,Time,Activity,Place
114,2024-07-29 18:36:09,2024-07-29,18:36:09,Lie,Room
115,2024-07-29 18:36:10,2024-07-29,18:36:10,Lie,Room
116,2024-07-29 18:36:11,2024-07-29,18:36:11,Lie,Room
117,2024-07-29 18:36:11,2024-07-29,18:36:11,Lie,Room
118,2024-07-29 18:36:12,2024-07-29,18:36:12,Lie,Room
119,2024-07-29 18:36:13,2024-07-29,18:36:13,Lie,Room
120,2024-07-29 18:36:14,2024-07-29,18:36:14,Lie,Room
121,2024-07-29 18:36:14,2024-07-29,18:36:14,Lie,Room
122,2024-07-29 18:36:15,2024-07-29,18:36:15,Lie,Room
123,2024-07-29 18:36:16,2024-07-29,18:36:16,Lie,Room
124,2024-07-29 18:36:17,2024-07-29,18:36:17,Lie,Room
125,2024-07-29 18:36:17,2024-07-29,18:36:17,Lie,Room
126,2024-07-29 18:36:18,2024-07-29,18:36:18,Lie,Room
127,2024-07-29 18:36:19,2024-07-29,18:36:19,Lie,Room
128,2024-07-29 18:36:20,2024-07-29,18:36:20,Lie,Room
129,2024-07-29 18:36:20,2024-07-29,18:36:20,Lie,Room
130,2024-07-29 18:36:21,2024-07-29,18:36:21,Lie,Room
131,2024-07-29 18:36:22,2024-07-29,18:36:22,Lie,Room
132,2024-07-29 18:36:23,2024-07-29,18:36:23,Lie,Room
133,2024-07-29 18:36:23,2024-07-29,18:36:23,Lie,Room
134,2024-07-29 18:36:24,2024-07-29,18:36:24,Lie,Room
135,2024-07-29 18:36:25,2024-07-29,18:36:25,Lie,Room
136,2024-07-29 18:36:26,2024-07-29,18:36:26,Lie,Room
137,2024-07-29 18:36:26,2024-07-29,18:36:26,Lie,Room
138,2024-07-29 18:36:27,2024-07-29,18:36:27,Lie,Room
139,2024-07-29 18:36:28,2024-07-29,18:36:28,Lie,Room
140,2024-07-29 18:36:29,2024-07-29,18:36:29,Lie,Room
141,2024-07-29 18:36:29,2024-07-29,18:36:29,Lie,Room
142,2024-07-29 18:36:30,2024-07-29,18:36:30,Lie,Room
143,2024-07-29 18:36:31,2024-07-29,18:36:31,Lie,Room
144,2024-07-29 18:36:32,2024-07-29,18:36:32,Lie,Room
145,2024-07-29 18:36:32,2024-07-29,18:36:32,Lie,Room
146,2024-07-29 18:36:33,2024-07-29,18:36:33,Lie,Room
147,2024-07-29 18:36:34,2024-07-29,18:36:34,Lie,Room
148,2024-07-29 18:36:35,2024-07-29,18:36:35,Lie,Room
149,2024-07-29 18:36:35,2024-07-29,18:36:35,Lie,Room
150,2024-07-29 18:36:36,2024-07-29,18:36:36,Lie,Room
151,2024-07-29 18:36:37,2024-07-29,18:36:37,Lie,Room
152,2024-07-29 18:36:38,2024-07-29,18:36:38,Lie,Room
153,2024-07-29 18:36:38,2024-07-29,18:36:38,Lie,Room
154,2024-07-29 18:36:39,2024-07-29,18:36:39,Lie,Room
155,2024-07-29 18:36:40,2024-07-29,18:36:40,Lie,Room
156,2024-07-29 18:36:41,2024-07-29,18:36:41,Lie,Room
157,2024-07-29 18:36:41,2024-07-29,18:36:41,Lie,Room
158,2024-07-29 18:36:42,2024-07-29,18:36:42,Lie,Room
159,2024-07-29 18:36:43,2024-07-29,18:36:43,Lie,Room
160,2024-07-29 18:36:44,2024-07-29,18:36:44,Lie,Room
161,2024-07-29 18:36:44,2024-07-29,18:36:44,Lie,Room
162,2024-07-29 18:36:45,2024-07-29,18:36:45,Lie,Room
163,2024-07-29 18:36:46,2024-07-29,18:36:46,Lie,Room
164,2024-07-29 18:36:47,2024-07-29,18:36:47,Lie,Room
165,2024-07-29 18:36:47,2024-07-29,18:36:47,Lie,Room
166,2024-07-29 18:36:48,2024-07-29,18:36:48,Lie,Room
167,2024-07-29 18:36:49,2024-07-29,18:36:49,Lie,Room
168,2024-07-29 18:36:50,2024-07-29,18:36:50,Lie,Room
169,2024-07-29 18:36:50,2024-07-29,18:36:50,Lie,Room
170,2024-07-29 18:36:51,2024-07-29,18:36:51,Lie,Room
171,2024-07-29 18:36:52,2024-07-29,18:36:52,Lie,Room
172,2024-07-29 18:36:53,2024-07-29,18:36:53,Lie,Room
173,2024-07-29 18:36:53,2024-07-29,18:36:53,Lie,Room
174,2024-07-29 18:36:54,2024-07-29,18:36:54,Lie,Room
175,2024-07-29 18:36:55,2024-07-29,18:36:55,Lie,Room
176,2024-07-29 18:36:56,2024-07-29,18:36:56,Lie,Room
177,2024-07-29 18:36:56,2024-07-29,18:36:56,Lie,Room
178,2024-07-29 18:36:57,2024-07-29,18:36:57,Lie,Room
179,2024-07-29 18:36:58,2024-07-29,18:36:58,Lie,Room
180,2024-07-29 18:36:59,2024-07-29,18:36:59,Lie,Room
181,2024-07-29 18:36:59,2024-07-29,18:36:59,Lie,Room
182,2024-07-29 18:37:00,2024-07-29,18:37:00,Lie,Room
183,2024-07-29 18:37:01,2024-07-29,18:37:01,Lie,Room
184,2024-07-29 18:37:02,2024-07-29,18:37:02,Lie,Room
185,2024-07-29 18:37:02,2024-07-29,18:37:02,Lie,Room
186,2024-07-29 18:37:03,2024-07-29,18:37:03,Lie,Room
187,2024-07-29 18:37:04,2024-07-29,18:37:04,Lie,Room
188,2024-07-29 18:37:05,2024-07-29,18:37:05,Lie,Room
189,2024-07-29 18:37:05,2024-07-29,18:37:05,Lie,Room
190,2024-07-29 18:37:06,2024-07-29,18:37:06,Lie,Room
191,2024-07-29 18:37:07,2024-07-29,18:37:07,Lie,Room
192,2024-07-29 18:37:08,2024-07-29,18:37:08,Lie,Room
193,2024-07-29 18:37:08,2024-07-29,18:37:08,Lie,Room
194,2024-07-29 18:37:09,2024-07-29,18:37:09,Lie,Room
195,2024-07-29 18:37:10,2024-07-29,18:37:10,Lie,Room
196,2024-07-29 18:37:11,2024-07-29,18:37:11,Lie,Room
197,2024-07-29 18:37:11,2024-07-29,18:37:11,Lie,Room
198,2024-07-29 18:37:12,2024-07-29,18:37:12,Lie,Room
199,2024-07-29 18:37:13,2024-07-29,18:37:13,Lie,Room
200,2024-07-29 18:37:14,2024-07-29,18:37:14,Lie,Room
201,2024-07-29 18:37:14,2024-07-29,18:37:14,Lie,Room
202,2024-07-29 18:37:15,2024-07-29,18:37:15,Lie,Room
203,2024-07-29 18:37:16,2024-07-29,18:37:16,Lie,Room
204,2024-07-29 18:37:17,2024-07-29,18:37:17,Lie,Room
205,2024-07-29 18:37:17,2024-07-29,18:37:17,Lie,Room
206,2024-07-29 18:37:18,2024-07-29,18:37:18,Lie,Room
207,2024-07-29 18:37:19,2024-07-29,18:37:19,Lie,Room
208,2024-07-29 18:37:20,2024-07-29,18:37:20,Lie,Room
209,2024-07-29 18:37:20,2024-07-29,18:37:20,Lie,Room
210,2024-07-29 18:37:21,2024-07-29,18:37:21,Lie,Room
211,2024-07-29 18:37:22,2024-07-29,18:37:22,Lie,Room
212,2024-07-29 18:37:23,2024-07-29,18:37:23,Lie,Room
213,2024-07-29 18:37:23,2024-07-29,18:37:23,Lie,Room
214,2024-07-29 18:37:24,2024-07-29,18:37:24,Lie,Room
215,2024-07-29 18:37:25,2024-07-29,18:37:25,Lie,Room
216,2024-07-29 18:37:26,2024-07-29,18:37:26,Lie,Room
217,2024-07-29 18:37:26,2024-07-29,18:37:26,Lie,Room
218,2024-07-29 18:37:27,2024-07-29,18:37:27,Lie,Room
219,2024-07-29 18:37:28,2024-07-29,18:37:28,Lie,Room
220,2024-07-29 18:37:29,2024-07-29,18:37:29,Lie,Room
221,2024-07-29 18:37:29,2024-07-29,18:37:29,Lie,Room
222,2024-07-29 18:37:30,2024-07-29,18:37:30,Lie,Room
223,2024-07-29 18:37:31,2024-07-29,18:37:31,Lie,Room
224,2024-07-29 18:37:32,2024-07-29,18:37:32,Lie,Room
225,2024-07-29 18:37:32,2024-07-29,18:37:32,Lie,Room
226,2024-07-29 18:37:33,2024-07-29,18:37:33,Lie,Room
227,2024-07-29 18:37:34,2024-07-29,18:37:34,Lie,Room
228,2024-07-29 18:37:35,2024-07-29,18:37:35,Lie,Room
229,2024-07-29 18:37:35,2024-07-29,18:37:35,Lie,Room
230,2024-07-29 18:37:36,2024-07-29,18:37:36,Lie,Room
231,2024-07-29 18:37:37,2024-07-29,18:37:37,Lie,Room
232,2024-07-29 18:37:38,2024-07-29,18:37:38,Lie,Room
233,2024-07-29 18:37:38,2024-07-29,18:37:38,Lie,Room
234,2024-07-29 18:37:39,2024-07-29,18:37:39,Lie,Room
235,2024-07-29 18:37:40,2024-07-29,18:37:40,Lie,Room
236,2024-07-29 18:37:41,2024-07-29,18:37:41,Lie,Room
237,2024-07-29 18:37:41,2024-07-29,18:37:41,Lie,Room
238,2024-07-29 18:37:42,2024-07-29,18:37:42,Lie,Room
239,2024-07-29 18:37:43,2024-07-29,18:37:43,Lie,Room
240,2024-07-29 18:37:44,2024-07-29,18:37:44,Lie,Room
241,2024-07-29 18:37:44,2024-07-29,18:37:44,Lie,Room
242,2024-07-29 18:37:45,2024-07-29,18:37:45,Lie,Room
243,2024-07-29 18:37:46,2024-07-29,18:37:46,Lie,Room
244,2024-07-29 18:37:47,2024-07-29,18:37:47,Lie,Room
245,2024-07-29 18:37:47,2024-07-29,18:37:47,Lie,Room
246,2024-07-29 18:37:48,2024-07-29,18:37:48,Lie,Room
247,2024-07-29 18:37:49,2024-07-29,18:37:49,Lie,Room
248,2024-07-29 18:37:50,2024-07-29,18:37:50,Lie,Room
249,2024-07-29 18:37:50,2024-07-29,18:37:50,Lie,Room
250,2024-07-29 18:37:51,2024-07-29,18:37:51,Lie,Room
251,2024-07-29 18:37:52,2024-07-29,18:37:52,Lie,Room
252,2024-07-29 18:37:53,2024-07-29,18:37:53,Lie,Room
253,2024-07-29 18:37:53,2024-07-29,18:37:53,Lie,Room
254,2024-07-29 18:37:54,2024-07-29,18:37:54,Lie,Room
255,2024-07-29 18:37:55,2024-07-29,18:37:55,Lie,Room
256,2024-07-29 18:37:56,2024-07-29,18:37:56,Lie,Room
257,2024-07-29 18:37:56,2024-07-29,18:37:56,Lie,Room
258,2024-07-29 18:37:57,2024-07-29,18:37:57,Lie,Room
259,2024-07-29 18:37:58,2024-07-29,18:37:58,Lie,Room
260,2024-07-29 18:37:59,2024-07-29,18:37:59,Lie,Room
261,2024-07-29 18:37:59,2024-07-29,18:37:59,Lie,Room
262,2024-07-29 18:38:00,2024-07-29,18:38:00,Lie,Room
263,2024-07-29 18:38:01,2024-07-29,18:38:01,Lie,Room
264,2024-07-29 18:38:02,2024-07-29,18:38:02,Lie,Room
265,2024-07-29 18:38:02,2024-07-29,18:38:02,Lie,Room
266,2024-07-29 18:38:03,2024-07-29,18:38:03,Lie,Room
267,2024-07-29 18:38:04,2024-07-29,18:38:04,Lie,Room
268,2024-07-29 18:38:05,2024-07-29,18:38:05,Lie,Room
269,2024-07-29 18:38:05,2024-07-29,18:38:05,Lie,Room
270,2024-07-29 18:38:06,2024-07-29,18:38:06,Lie,Room
271,2024-07-29 18:38:07,2024-07-29,18:38:07,Lie,Room
272,2024-07-29 18:38:08,2024-07-29,18:38:08,Lie,Room
273,2024-07-29 18:38:08,2024-07-29,18:38:08,Lie,Room
274,2024-07-29 18:38:09,2024-07-29,18:38:09,Lie,Room
275,2024-07-29 18:38:10,2024-07-29,18:38:10,Lie,Room
276,2024-07-29 18:38:11,2024-07-29,18:38:11,Lie,Room
277,2024-07-29 18:38:11,2024-07-29,18:38:11,Lie,Room
278,2024-07-29 18:38:12,2024-07-29,18:38:12,Lie,Room
279,2024-07-29 18:38:13,2024-07-29,18:38:13,Lie,Room
280,2024-07-29 18:38:14,2024-07-29,18:38:14,Lie,Room
281,2024-07-29 18:38:14,2024-07-29,18:38:14,Lie,Room
282,2024-07-29 18:38:15,2024-07-29,18:38:15,Lie,Room
283,2024-07-29 18:38:16,2024-07-29,18:38:16,Lie,Room
284,2024-07-29 18:38:17,2024-07-29,18:38:17,Lie,Room
285,2024-07-29 18:38:17,2024-07-29,18:38:17,Lie,Room
286,2024-07-29 18:38:18,2024-07-29,18:38:18,Lie,Room
287,2024-07-29 18:38:19,2024-07-29,18:38:19,Lie,Room
288,2024-07-29 18:38:20,2024-07-29,18:38:20,Lie,Room
289,2024-07-29 18:38:20,2024-07-29,18:38:20,Lie,Room
290,2024-07-29 18:38:21,2024-07-29,18:38:21,Lie,Room
291,2024-07-29 18:38:22,2024-07-29,18:38:22,Lie,Room
292,2024-07-29 18:38:23,2024-07-29,18:38:23,Lie,Room
293,2024-07-29 18:38:23,2024-07-29,18:38:23,Lie,Room
294,2024-07-29 18:38:24,2024-07-29,18:38:24,Lie,Room
295,2024-07-29 18:38:25,2024-07-29,18:38:25,Lie,Room
296,2024-07-29 18:38:26,2024-07-29,18:38:26,Lie,Room
297,2024-07-29 18:38:26,2024-07-29,18:38:26,Lie,Room
298,2024-07-29 18:38:27,2024-07-29,18:38:27,Lie,Room
299,2024-07-29 18:38:28,2024-07-29,18:38:28,Lie,Room
300,2024-07-29 18:38:29,2024-07-29,18:38:29,Lie,Room
301,2024-07-29 18:38:29,2024-07-29,18:38:29,Lie,Room
302,2024-07-29 18:38:30,2024-07-29,18:38:30,Lie,Room
303,2024-07-29 18:38:31,2024-07-29,18:38:31,Lie,Room
304,2024-07-29 18:38:32,2024-07-29,18:38:32,Lie,Room
305,2024-07-29 18:38:32,2024-07-29,18:38:32,Lie,Room
306,2024-07-29 18:38:33,2024-07-29,18:38:33,Lie,Room
307,2024-07-29 18:38:34,2024-07-29,18:38:34,Lie,Room
308,2024-07-29 18:38:35,2024-07-29,18:38:35,Lie,Room
309,2024-07-29 18:38:35,2024-07-29,18:38:35,Lie,Room
310,2024-07-29 18:38:36,2024-07-29,18:38:36,Lie,Room
311,2024-07-29 18:38:37,2024-07-29,18:38:37,Lie,Room
312,2024-07-29 18:38:38,2024-07-29,18:38:38,Lie,Room
313,2024-07-29 18:38:38,2024-07-29,18:38:38,Lie,Room
314,2024-07-29 18:38:39,2024-07-29,18:38:39,Lie,Room
315,2024-07-29 18:38:40,2024-07-29,18:38:40,Lie,Room
316,2024-07-29 18:38:41,2024-07-29,18:38:41,Lie,Room
317,2024-07-29 18:38:41,2024-07-29,18:38:41,Lie,Room
318,2024-07-29 18:38:42,2024-07-29,18:38:42,Lie,Room
319,2024-07-29 18:38:43,2024-07-29,18:38:43,Lie,Room
320,2024-07-29 18:38:44,2024-07-29,18:38:44,Lie,Room
321,2024-07-29 18:38:44,2024-07-29,18:38:44,Lie,Room
322,2024-07-29 18:38:45,2024-07-29,18:38:45,Lie,Room
323,2024-07-29 18:38:46,2024-07-29,18:38:46,Lie,Room
324,2024-07-29 18:38:47,2024-07-29,18:38:47,Lie,Room
325,2024-07-29 18:38:47,2024-07-29,18:38:47,Lie,Room
326,2024-07-29 18:38:48,2024-07-29,18:38:48,Lie,Room
327,2024-07-29 18:38:49,2024-07-29,18:38:49,Lie,Room
328,2024-07-29 18:38:50,2024-07-29,18:38:50,Lie,Room
329,2024-07-29 18:38:50,2024-07-29,18:38:50,Lie,Room
330,2024-07-29 18:38:51,2024-07-29,18:38:51,Lie,Room
331,2024-07-29 18:38:52,2024-07-29,18:38:52,Lie,Room
332,2024-07-29 18:38:53,2024-07-29,18:38:53,Lie,Room
333,2024-07-29 18:38:53,2024-07-29,18:38:53,Lie,Room
334,2024-07-29 18:38:54,2024-07-29,18:38:54,Lie,Room
335,2024-07-29 18:38:55,2024-07-29,18:38:55,Lie,Room
336,2024-07-29 18:38:56,2024-07-29,18:38:56,Lie,Room
337,2024-07-29 18:38:56,2024-07-29,18:38:56,Lie,Room
338,2024-07-29 18:38:57,2024-07-29,18:38:57,Lie,Room
339,2024-07-29 18:38:58,2024-07-29,18:38:58,Lie,Room
340,2024-07-29 18:38:59,2024-07-29,18:38:59,Lie,Room
341,2024-07-29 18:38:59,2024-07-29,18:38:59,Lie,Room
342,2024-07-29 18:39:00,2024-07-29,18:39:00,Lie,Room
343,2024-07-29 18:39:01,2024-07-29,18:39:01,Lie,Room
344,2024-07-29 18:39:02,2024-07-29,18:39:02,Lie,Room
345,2024-07-29 18:39:02,2024-07-29,18:39:02,Lie,Room
346,2024-07-29 18:39:03,2024-07-29,18:39:03,Lie,Room
347,2024-07-29 18:39:04,2024-07-29,18:39:04,Lie,Room
348,2024-07-29 18:39:05,2024-07-29,18:39:05,Lie,Room
349,2024-07-29 18:39:05,2024-07-29,18:39:05,Lie,Room
350,2024-07-29 18:39:06,2024-07-29,18:39:06,Lie,Room
351,2024-07-29 18:39:07,2024-07-29,18:39:07,Lie,Room
352,2024-07-29 18:39:08,2024-07-29,18:39:08,Lie,Room
353,2024-07-29 18:39:08,2024-07-29,18:39:08,Lie,Room
354,2024-07-29 18:39:09,2024-07-29,18:39:09,Lie,Room
355,2024-07-29 18:39:10,2024-07-29,18:39:10,Lie,Room
356,2024-07-29 18:39:11,2024-07-29,18:39:11,Lie,Room
357,2024-07-29 18:39:11,2024-07-29,18:39:11,Lie,Room
358,2024-07-29 18:39:12,2024-07-29,18:39:12,Lie,Room
359,2024-07-29 18:39:13,2024-07-29,18:39:13,Lie,Room
360,2024-07-29 18:39:14,2024-07-29,18:39:14,Lie,Room
361,2024-07-29 18:39:14,2024-07-29,18:39:14,Lie,Room
362,2024-07-29 18:39:15,2024-07-29,18:39:15,Lie,Room
363,2024-07-29 18:39:16,2024-07-29,18:39:16,Lie,Room
364,2024-07-29 18:39:17,2024-07-29,18:39:17,Lie,Room
365,2024-07-29 18:39:17,2024-07-29,18:39:17,Lie,Room
366,2024-07-29 18:39:18,2024-07-29,18:39:18,Lie,Room
367,2024-07-29 18:39:19,2024-07-29,18:39:19,Lie,Room
368,2024-07-29 18:39:20,2024-07-29,18:39:20,Lie,Room
369,2024-07-29 18:39:20,2024-07-29,18:39:20,Lie,Room
370,2024-07-29 18:39:21,2024-07-29,18:39:21,Lie,Room
371,2024-07-29 18:39:22,2024-07-29,18:39:22,Lie,Room
372,2024-07-29 18:39:23,2024-07-29,18:39:23,Lie,Room
373,2024-07-29 18:39:23,2024-07-29,18:39:23,Lie,Room
374,2024-07-29 18:39:24,2024-07-29,18:39:24,Lie,Room
375,2024-07-29 18:39:25,2024-07-29,18:39:25,Lie,Room
376,2024-07-29 18:39:26,2024-07-29,18:39:26,Lie,Room
377,2024-07-29 18:39:26,2024-07-29,18:39:26,Lie,Room
378,2024-07-29 18:39:27,2024-07-29,18:39:27,Lie,Room
379,2024-07-29 18:39:28,2024-07-29,18:39:28,Lie,Room
380,2024-07-29 18:39:29,2024-07-29,18:39:29,Lie,Room
381,2024-07-29 18:39:29,2024-07-29,18:39:29,Lie,Room
382,2024-07-29 18:39:30,2024-07-29,18:39:30,Lie,Room
383,2024-07-29 18:39:31,2024-07-29,18:39:31,Lie,Room
384,2024-07-29 18:39:32,2024-07-29,18:39:32,Lie,Room
385,2024-07-29 18:39:32,2024-07-29,18:39:32,Lie,Room
386,2024-07-29 18:39:33,2024-07-29,18:39:33,Lie,Room
387,2024-07-29 18:39:34,2024-07-29,18:39:34,Lie,Room
388,2024-07-29 18:39:35,2024-07-29,18:39:35,Lie,Room
389,2024-07-29 18:39:35,2024-07-29,18:39:35,Lie,Room
390,2024-07-29 18:39:36,2024-07-29,18:39:36,Lie,Room
391,2024-07-29 18:39:37,2024-07-29,18:39:37,Lie,Room
392,2024-07-29 18:39:38,2024-07-29,18:39:38,Lie,Room
393,2024-07-29 18:39:38,2024-07-29,18:39:38,Lie,Room
394,2024-07-29 18:39:39,2024-07-29,18:39:39,Lie,Room
395,2024-07-29 18:39:40,2024-07-29,18:39:40,Lie,Room
396,2024-07-29 18:39:41,2024-07-29,18:39:41,Lie,Room
397,2024-07-29 18:39:41,2024-07-29,18:39:41,Lie,Room
398,2024-07-29 18:39:42,2024-07-29,18:39:42,Lie,Room
